identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
AWS Application Migration Service,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
AWS Verified Access,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Cloud Map,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS Mobile SDK for Android,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon Machine Learning (Amazon ML),OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
AWS App Mesh,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
Amazon Neptune,OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
AWS CodePipeline,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS Thinkbox,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon AppStream 2.0,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:54 UTC,2024-09-05 12:30:54 UTC
AWS Inspector,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Diode Messaging,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
Amazon DocumentDB Elastic Clusters,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Elastic Beanstalk,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
Amazon DynamoDB Accelerator (DAX),OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
Amazon Remote Configuration,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
https://github.com/kubernetes-sigs/aws-fsx-csi-driver,SOURCE_CODE,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
AWS Application Cost Profiler,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
AWS Invoicing Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon CloudSearch,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
Amazon Q,OTHER,"",false,true,,,,critical,,2025-07-09 13:37:02 UTC,2025-07-09 13:37:02 UTC
AWS Serverless Application Repository,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon WorkMail,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
https://github.com/aws/amazon-ecs-agent,SOURCE_CODE,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
AWS IAM Identity Center (successor to AWS Single Sign-On),OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon Textract,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Outposts,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
EC2 Image Builder,OTHER,"",false,true,,,,critical,,2024-09-05 12:33:09 UTC,2024-09-05 12:33:09 UTC
AWS Account Management,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon AppIntegrations,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Recycle Bin,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Cloudfront https://aws.amazon.com/cloudfront/,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Command Line Interface (AWS CLI),OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS SecurityHub,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon DynamoDB Streams,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:59 UTC,2024-09-05 12:30:59 UTC
https://github.com/aws/s2n-tls,SOURCE_CODE,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
AWS Diode,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
AWS Purchase Orders Console,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Shield Standard,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS User Notifications,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Chalice,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS Managed Services (AMS),OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Migration Hub Refactor Spaces,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Apache Kafka APIs for Amazon MSK clusters,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
https://github.com/kubernetes-sigs/aws-load-balancer-controller,SOURCE_CODE,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
AWS WAF,OTHER,"",false,true,,,,critical,,2024-06-18 13:31:55 UTC,2024-06-18 13:31:55 UTC
AWS Snowmobile,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon Managed Streaming for Kafka Connect,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
CloudEndure Disaster Recovery,OTHER,"",false,true,,,,critical,,2024-09-05 12:33:09 UTC,2024-09-05 12:33:09 UTC
AWS Elemental MediaConvert,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
Amazon Titan,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS App Studio,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Resource Explorer,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS IQ,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:22 UTC,2024-09-05 12:30:22 UTC
Devices,OTHER,"",false,true,,,,critical,,2024-06-18 13:31:56 UTC,2024-06-18 13:31:56 UTC
https://github.com/kubernetes-sigs/aws-iam-authenticator,SOURCE_CODE,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
https://github.com/kubernetes-sigs/aws-ebs-csi-driver,SOURCE_CODE,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
Amazon Q in Connect,OTHER,"",false,true,,,,critical,,2025-07-09 13:37:02 UTC,2025-07-09 13:37:02 UTC
AWS Direct Connect,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
AWS SDK for Java,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS SQL Workbench,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS CodeBuild,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS Transit Gateway,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Panorama,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Server Migration Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
https://*.aws.a2z.com/*,OTHER,"",false,true,,,,critical,,2024-06-18 13:31:57 UTC,2024-06-18 13:31:57 UTC
AWS Device Farm,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
*.gaming.amazon.com,OTHER,"",false,true,,,,critical,,2024-06-18 13:31:55 UTC,2024-06-18 13:31:55 UTC
AWS Free Tier,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon Connect,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
Amazon CodeGuru,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
Amazon Machine Learning,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
Amazon AI Operations,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
Amazon CodeGuru Profiler,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
AWS Audit Manager,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
Amazon Security Lake,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
*.people.aws.com,OTHER,"",false,true,none,low,none,low,,2024-06-18 13:31:55 UTC,2024-06-18 13:31:55 UTC
AWS Snowcone,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon Kendra,OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
AWS IoT TwinMaker,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Snowball Edge,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
All API's called by the AWS CLI,OTHER,"",false,true,high,high,high,critical,,2024-06-18 13:31:56 UTC,2024-06-18 13:31:56 UTC
AWS HealthScribe,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:22 UTC,2024-09-05 12:30:22 UTC
Amazon Managed Blockchain (AMB),OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
AWS Connector Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Payments,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS IoT RoboRunner,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon OpenSearch Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Toolkit for Microsoft Azure DevOps,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon Comprehend,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
Amazon Managed Streaming for Apache Kafka (Amazon MSK),OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
Amazon Kinesis Video Streams,OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
AWS OpsWorks Stacks,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS rePost Private,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Import Export Disk Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Application Composer,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
Amazon Simple Workflow Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
*.workshops.aws.dev,OTHER,"",false,true,low,low,low,medium,,2024-06-18 13:31:55 UTC,2024-06-18 13:31:55 UTC
AWS RoboMaker,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS SDK for .NET and Xamarin,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Amplify,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
AWS CodeDeploy,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS Inferentia,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:22 UTC,2024-09-05 12:30:22 UTC
AWS Resource Access Manager (AWS RAM),OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Client VPN,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
Amazon Timestream for InfluxDB,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
Amazon DataZone,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:59 UTC,2024-09-05 12:30:59 UTC
AWS GameKit,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
Blox,OTHER,"",false,true,,,,critical,,2024-09-05 12:33:09 UTC,2024-09-05 12:33:09 UTC
Amazon Cognito,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
AWS Budget Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
AWS Resource Groups,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
Amazon FreeRTOS,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Data Pipeline,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS Import/Export,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:22 UTC,2024-09-05 12:30:22 UTC
Amazon CloudWatch Events,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:55 UTC,2024-09-05 12:30:55 UTC
Amazon Elastic Inference,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:59 UTC,2024-09-05 12:30:59 UTC
AWS DeepRacer,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:21 UTC,2024-09-05 12:30:21 UTC
Amazon MemoryDB,OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
VPC Reachability Analyzer,OTHER,"",false,true,,,,critical,,2024-09-05 12:34:35 UTC,2024-09-05 12:34:35 UTC
Amazon WorkSpaces,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Cloud Digital Interface (CDI) SDK,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
AWS IoT Device Defender,OTHER,"",false,true,,,,critical,,2025-11-21 13:10:01 UTC,2025-11-21 13:10:01 UTC
Amazon FSx for OpenZFS,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:59 UTC,2024-09-05 12:30:59 UTC
AWS Console Mobile Application,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:20 UTC,2024-09-05 12:30:20 UTC
Amazon Redshift,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
*.amazongames.com,OTHER,"",false,true,,,,critical,,2024-06-18 13:31:55 UTC,2024-06-18 13:31:55 UTC
AWS Sustainability,OTHER,"",false,true,,,,critical,,2025-11-21 13:11:40 UTC,2025-11-21 13:11:40 UTC
AWS Health Dashboard,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:22 UTC,2024-09-05 12:30:22 UTC
AWS Auto Scaling,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
Amazon Kinesis,OTHER,"",false,true,,,,critical,,2024-09-05 12:31:00 UTC,2024-09-05 12:31:00 UTC
Amazon Interactive Video Service,OTHER,"",false,true,,,,critical,,2025-11-21 13:12:59 UTC,2025-11-21 13:12:59 UTC
AWS Builder ID,OTHER,"",false,true,,,,critical,,2024-09-05 12:30:19 UTC,2024-09-05 12:30:19 UTC
